# timestamp tx ty tz qx qy qz qw
1403636620.763555765152 -0.008453933488 -0.065425519750 -0.019891991436 0.593690055255 0.527310654474 -0.419195800459 0.440170958659
1403636620.813555479050 -0.008475775144 -0.065351217550 -0.019949668467 0.593680680544 0.527302156956 -0.419274001042 0.440119298451
1403636620.863555669785 -0.008468327427 -0.065225360282 -0.020000269029 0.593685555822 0.527299436739 -0.419260447767 0.440128892215
1403636620.913555622101 -0.008502516369 -0.065156089638 -0.020041042370 0.593712418981 0.527268949702 -0.419296567510 0.440094770137
1403636620.963555574417 -0.008603408712 -0.065078663095 -0.020100784995 0.593746500652 0.527275968972 -0.419242452163 0.440091935636
1403636621.013555526733 -0.008719526390 -0.065021631090 -0.020197178446 0.593777018943 0.527321177991 -0.419206584880 0.440030755983
1403636621.063555717468 -0.008897616688 -0.064865409669 -0.020322764265 0.593529646567 0.527480203344 -0.418947535035 0.440420431649
1403636621.113555431366 -0.009042501548 -0.065153412997 -0.020345081192 0.593728983361 0.527324737127 -0.419307824782 0.439994845433
1403636621.163555622101 -0.009321708555 -0.065172637709 -0.020557441651 0.593483727391 0.527567716617 -0.419008869481 0.440319130860
1403636621.213555574417 -0.009684269186 -0.065397367859 -0.020671974875 0.593635815086 0.527330706042 -0.419292606158 0.440127885885
1403636621.263555765152 -0.010096142016 -0.065396623024 -0.020901764659 0.593536137399 0.527524103890 -0.419002847783 0.440306469367
1403636621.313555479050 -0.010600489005 -0.065560818635 -0.021048507602 0.593694933237 0.527382324633 -0.419214121806 0.440061052573
1403636621.363555669785 -0.011104462052 -0.065507477451 -0.021263158745 0.593569541548 0.527482008862 -0.419062171585 0.440255409984
1403636621.413555622101 -0.011527985308 -0.065645865494 -0.021498692099 0.593750962503 0.527359448968 -0.419250790117 0.439977932512
1403636621.463555574417 -0.011941248314 -0.065562985639 -0.021768007184 0.593590599763 0.527461746278 -0.419081358805 0.440233030097
1403636621.513555526733 -0.012316680810 -0.065578071167 -0.022001122414 0.593701378999 0.527412134905 -0.419176524587 0.440052444335
1403636621.563555717468 -0.012697731880 -0.065406979421 -0.022323825071 0.593596895998 0.527524853287 -0.419016295729 0.440210856455
1403636621.613555431366 -0.013126273010 -0.065375063776 -0.022545747737 0.593735737100 0.527403417906 -0.419149492936 0.440042284154
1403636621.663555622101 -0.013615309862 -0.065196472494 -0.022796903082 0.593647311867 0.527503741476 -0.418987582499 0.440195499243
1403636621.713555574417 -0.009437499303 -0.069979480106 -0.017835164948 0.593418087502 0.527484297325 -0.419367099282 0.440166474804
1403636621.763555765152 -0.009600147435 -0.070094238232 -0.017902507733 0.593329534659 0.527550408809 -0.419307867556 0.440263036914
1403636621.813555479050 -0.008553513202 -0.070543095942 -0.017511492195 0.593597619848 0.527437964599 -0.419274006317 0.440068593332
1403636621.863555669785 -0.008695487309 -0.070623798026 -0.017674638300 0.593597930357 0.527505739650 -0.419179928197 0.440076560963
1403636621.913555622101 -0.007888302489 -0.069926380047 -0.016448857692 0.593609246083 0.527262132456 -0.419531260980 0.440018440185
1403636621.963555574417 -0.007883833651 -0.069854270681 -0.016543718458 0.593577299612 0.527216605185 -0.419633370527 0.440018721128
1403636622.013555526733 -0.007978876953 -0.070115994999 -0.016731730927 0.593576168000 0.527348174350 -0.419409258574 0.440076254318
1403636622.063555717468 -0.007948766420 -0.070153923083 -0.016854358349 0.593567529064 0.527302487893 -0.419517123476 0.440039836621
1403636622.113555431366 -0.007245980050 -0.070135245652 -0.016288512924 0.593733512251 0.527183023679 -0.419518367510 0.439957856274
1403636622.163555622101 -0.007221983092 -0.070058168590 -0.016442913937 0.593700979016 0.527201612345 -0.419544914871 0.439954170185
1403636622.213555574417 -0.006464988755 -0.069955718044 -0.015926445739 0.593742149590 0.527137792453 -0.419656775510 0.439868387516
1403636622.263555765152 -0.006302210162 -0.069754099886 -0.016048836604 0.593749712535 0.527193060476 -0.419602018206 0.439844179418
1403636622.313555479050 -0.006094991328 -0.068600638623 -0.015440038215 0.593585923722 0.527104927621 -0.419769247287 0.440011278797
1403636622.363555669785 -0.005692601350 -0.068313822479 -0.015476451687 0.593565289143 0.527141211529 -0.419738262357 0.440025205808
1403636622.413555622101 -0.006104174517 -0.068361635439 -0.015173095657 0.593607993362 0.527150788458 -0.419780157967 0.439916145898
1403636622.463555574417 -0.005926909933 -0.068129180683 -0.015267716382 0.593581837931 0.527144891687 -0.419792885138 0.439946358587
1403636622.513555526733 -0.006326294996 -0.067906829479 -0.015327748866 0.593471291585 0.527299295727 -0.419720456692 0.439979564326
1403636622.563555717468 -0.006221191602 -0.067772903525 -0.015440285173 0.593485861803 0.527288477709 -0.419709511964 0.439983316367
1403636622.613555431366 -0.005854166438 -0.066814396488 -0.015135649263 0.593309871270 0.527481774519 -0.419678846241 0.440018227147
1403636622.663555622101 -0.005766789077 -0.066728920071 -0.015184056731 0.593264721230 0.527457449464 -0.419792873138 0.439999492286
